A,B,C,D,E
2023-02-11,4.248882900059984,42.104186652141365,1.1703523157112448,5.451032865818588
2023-02-12,2.985447802297497,44.444648812660084,1.1838445798355344,3.7115878190888267
2023-02-13,3.2173073409290067,43.062597736949726,1.1969860452613603,3.3148191346521134
2023-02-14,3.4942560258607993,44.52346768960755,1.2097728178889007,4.140273505462838
2023-02-15,5.260442692654927,46.059728852197175,1.2222011087214644,2.8271676390082705
2023-02-16,1.8715827134378924,47.855950206697486,1.2342672349882542,2.2043100633587445
2023-02-17,3.5165455550946683,48.2821146333933,1.2459676212356483,3.148291456195669
2023-02-18,2.963014268167761,50.49484542031055,1.2572988003866865,1.673574664820137
2023-02-19,4.008789857930523,50.08547194352948,1.2682574147684398,4.017960089239321
2023-02-20,3.0178348679673763,50.309934373880004,1.2788402171069604,3.199622878317653
2023-02-21,4.196579871057452,52.048080165917796,1.28904407148952,4.4892684250628045
2023-02-22,2.592756400808378,52.94164498492292,1.2988659542938474,2.6534717322530472
2023-02-23,2.4867462226001473,52.59083458103408,1.3083029550840948,3.5970329669291456
2023-02-24,3.195085366855166,55.68212634714935,1.3173522774732602,1.6799450837389487
2023-02-25,1.8971218062931434,53.437905146084944,1.3260112399518198,3.5483143053078616
2023-02-26,3.975839782653794,57.800285464056,1.3342772766823152,4.588341447959033
2023-02-27,1.7043843391211329,58.75335093625569,1.3421479382596675,3.7325266355735
2023-02-28,3.377928093248507,60.10121551293601,1.3496208924369888,5.602180901972927
2023-03-01,1.6343382324040596,57.92654806949543,1.017065195364951,3.5936819554391684
2023-03-02,1.4050379751833173,60.10689636267068,1.0338290123624505,4.798815205361073
2023-03-03,2.9142798443299083,61.58638214407371,1.0502864835117298,3.396508950202965
2023-03-04,1.470087450328855,62.01495740656279,1.0664327321089055,3.905962858044021
2023-03-05,2.2825658084762237,62.561823979942446,1.0822629736720544,2.182603672402336
2023-03-06,1.7393309207240275,63.97551315932239,1.0977725173589559,7.038628587845924
2023-03-07,3.191759368144009,64.43665411990577,1.1129567673570928,4.791395385991351
2023-03-08,3.703601221703359,67.2137595672257,1.1278112242454876,3.563733090943728
2023-03-09,2.777600735126216,68.5135225309106,1.1423314863279788,5.180678783611378
2023-03-10,4.178958647807717,69.23430353600631,1.1565132509375382,4.61124776779384
2023-03-11,3.1488233143012576,69.57586565239667,1.1703523157112448,3.8540776942547534
2023-03-12,2.887492171829466,71.32855691393927,1.1838445798355344,5.4403333432771275
2023-03-13,4.101656704964262,69.50006105680966,1.1969860452613603,4.045219659853276
2023-03-14,3.3778248153863086,72.48977410854066,1.2097728178889007,3.3015136993906644
2023-03-15,2.6014250058892547,73.71816693770747,1.2222011087214644,2.3815953890326904
2023-03-16,1.1588350361880824,75.23613515854659,1.2342672349882542,3.879256397057379
2023-03-17,3.3641026289911222,75.2347927536075,1.2459676212356483,4.150208259982197
2023-03-18,4.460146587074192,78.3613280866653,1.2572988003866865,4.297282408420976
2023-03-19,1.7879175284499826,78.26593842734303,1.2682574147684398,2.8327940485680667
2023-03-20,2.389423481839418,78.88736608494142,1.2788402171069604,3.5688412212829026
2023-03-21,3.864529521179094,79.61455949902864,1.28904407148952,5.066452599523902
2023-03-22,3.4195395867924416,80.66737660402521,1.2988659542938474,4.087514203225513
2023-03-23,2.6628755862831195,82.75474671792465,1.3083029550840948,5.6348919026505095
2023-03-24,2.0006740257533355,83.4449245394309,1.3173522774732602,4.052012697359945
2023-03-25,1.2387688414575537,84.93340711086908,1.3260112399518198,4.91698459187151
2023-03-26,2.503959795770785,86.41699727454073,1.3342772766823152,3.3277589569613313
2023-03-27,4.854259624003856,86.32911094965819,1.3421479382596675,3.9585100727598133
2023-03-28,2.124847605921434,87.67683066031748,1.3496208924369888,3.535017420050152
2023-03-29,1.8579038682458846,88.635277681632,1.3566939248166765,2.1589903882108783
2023-03-30,3.616990442251727,90.02357312410058,1.3633649395065883,4.17385188384116
2023-03-31,3.544034256717201,89.81841850312397,1.3696319597410986,3.696556662194636
2023-04-01,3.3828418967296816,89.48398682878073,1.017065195364951,4.010665852744565
2023-04-02,4.7067969983760225,93.82812603130094,1.0338290123624505,4.621760019071975
2023-04-03,3.687292826555723,93.82018355677151,1.0502864835117298,4.9671824726512455
2023-04-04,4.250525084743693,93.95310185730999,1.0664327321089055,3.315433339229446
2023-04-05,3.1388876302474205,95.54876867408309,1.0822629736720544,4.664800166282793
2023-04-06,5.464699386423167,96.20978032684755,1.0977725173589559,4.393973642372167
2023-04-07,3.9525102369046383,97.09201316863884,1.1129567673570928,2.298488051135164
2023-04-08,3.150949440240974,96.64809896821167,1.1278112242454876,4.436827629906073
2023-04-09,3.2121374989156273,99.8454240811702,1.1423314863279788,2.124813110680889
2023-04-10,3.8637342608033984,99.98680945634825,1.1565132509375382,3.6657183915446403
2023-04-11,1.3975758051448839,102.32453026951852,1.1703523157112448,4.194346191199342
2023-04-12,4.487883107901219,101.51402636232062,1.1838445798355344,4.56870543930549
2023-04-13,3.1613775208459103,104.2214368149738,1.1969860452613603,4.87937374579845
2023-04-14,1.5931715899118746,104.10429432058052,1.2097728178889007,3.9885183929778387
2023-04-15,4.612093414814749,106.2059161765467,1.2222011087214644,4.252588712180528
2023-04-16,3.890264205548794,104.63464869687427,1.2342672349882542,4.8354030289312995
2023-04-17,2.299895685179285,105.05943703706691,1.2459676212356483,4.918975415981489
2023-04-18,3.9293687084913342,109.78771099239098,1.2572988003866865,1.8475797666253786
2023-04-19,2.6843806054821657,110.01257871311775,1.2682574147684398,1.8899872319452302
2023-04-20,3.10538166668297,109.11907612883442,1.2788402171069604,5.107712742434467
2023-04-21,4.913122019215129,111.26119131682032,1.28904407148952,2.925202706784002
2023-04-22,4.575261724332889,113.68038127690667,1.2988659542938474,4.597185508223083
2023-04-23,2.379287388571754,112.26000231954055,1.3083029550840948,4.625827216028236
2023-04-24,2.3284491918414805,113.97149749102628,1.3173522774732602,5.063488594885538
2023-04-25,2.6826383028657768,113.80984323218712,1.3260112399518198,2.574941200408823
2023-04-26,1.9696941467004103,117.15285821612592,1.3342772766823152,3.8764177105836417
2023-04-27,2.5507415239340743,115.24988128629423,1.3421479382596675,4.46222715578465
2023-04-28,2.658186545103944,117.48148224211802,1.3496208924369888,6.044354445786993
2023-04-29,3.2061298669014935,118.86765451501078,1.3566939248166765,3.3801576267348343
2023-04-30,2.0711396713625185,119.71872940188273,1.3633649395065883,3.7069834274909024
2023-05-01,3.3041125295869063,121.1533590607825,1.017065195364951,2.9828260992860667
2023-05-02,2.6939112304262203,121.29334206807786,1.0338290123624505,4.678218059249205
2023-05-03,1.6952812180289898,123.66443844410611,1.0502864835117298,4.749818068643174
2023-05-04,3.0684488860909918,124.41164933515988,1.0664327321089055,2.9166649903884636
2023-05-05,1.9219558250998983,124.24210335700951,1.0822629736720544,4.221471708237064
2023-05-06,3.662508367013735,126.67294440844454,1.0977725173589559,3.960287299437604
2023-05-07,3.8234089098228887,126.91654492208264,1.1129567673570928,3.5199916530733004
2023-05-08,3.271203047643725,126.97199348559265,1.1278112242454876,5.9144732569739205
2023-05-09,0.5363204645376181,127.0859443253437,1.1423314863279788,3.7425623614824284
2023-05-10,2.0724903773559973,129.40477438905856,1.1565132509375382,3.4262199551759394
2023-05-11,2.700908830481117,130.63365415761942,1.1703523157112448,4.352890260939757
2023-05-12,3.6731352149937817,133.36775072300867,1.1838445798355344,4.3427619716011865
2023-05-13,2.4389170271484977,133.31079838034503,1.1969860452613603,5.4447870517130905
2023-05-14,3.209012953563139,136.07865419881747,1.2097728178889007,4.530766398313899
2023-05-15,2.4184898145886553,135.50154649768368,1.2222011087214644,4.039997540729276
2023-05-16,2.3568289706605743,136.80749354265933,1.2342672349882542,2.3790418426790025
2023-05-17,2.48421614976221,136.70744110441598,1.2459676212356483,1.5145818117473246
2023-05-18,4.565579130176135,136.8951476982679,1.2572988003866865,2.2028671680771974
2023-05-19,3.646939554898454,139.64665011787162,1.2682574147684398,3.295367725275691
2023-05-20,2.9037392963462807,141.1570646600477,1.2788402171069604,2.3737659095681023
2023-05-21,2.091875171155448,141.37463895497032,1.28904407148952,3.3924106115584487
2023-05-22,4.084404133625018,143.46129162596594,1.2988659542938474,3.6544830163846607
2023-05-23,0,143.85518798222975,1.3083029550840948,2.7687420288778277
2023-05-24,2.0549538265352654,143.25083598753216,1.3173522774732602,1.7865919940003048
2023-05-25,5.88310792980018,145.22724575898687,1.3260112399518198,2.160380857098085
2023-05-26,4.009208224788734,144.7442665407018,1.3342772766823152,4.293127850883109
2023-05-27,2.687915286486113,147.47589681464447,1.3421479382596675,3.3030983129548783
2023-05-28,4.334466508712091,149.39609257654584,1.3496208924369888,3.725228490207231
2023-05-29,4.048308119333652,149.5735490079954,1.3566939248166765,5.79865521782671
2023-05-30,4.232009896193482,151.04731919374356,1.3633649395065883,3.4230069456292065
2023-05-31,1.6704780457074977,150.12312162687834,1.3696319597410986,4.255592063902338
2023-06-01,3.902181779072981,152.62905246786912,1.017065195364951,4.328695603636655
2023-06-02,2.57317471010161,151.351576036749,1.0338290123624505,3.3192725128106275
2023-06-03,2.113627502773657,153.31433337835858,1.0502864835117298,4.452029752823292
2023-06-04,2.9341707583854157,156.2875550391778,1.0664327321089055,4.612932697349427
2023-06-05,1.45306377875909,157.01466715002826,1.0822629736720544,5.381944125449657
2023-06-06,3.59458028961776,157.536060031423,1.0977725173589559,2.9412954869705192
2023-06-07,2.9729279114768086,157.47215005423467,1.1129567673570928,4.563574256323324
2023-06-08,2.1641626607949105,158.55276745424618,1.1278112242454876,3.8871339180323545
2023-06-09,0.49660361225614613,158.70150058384954,1.1423314863279788,4.345008963509895
2023-06-10,3.4064412422484036,160.5650992876873,1.1565132509375382,3.7883353436364016
2023-06-11,2.7114300191564222,161.6663773944881,1.1703523157112448,3.4775314274246996
2023-06-12,1.7668637631416249,162.6656354635053,1.1838445798355344,5.082853826098043
2023-06-13,2.4271082390184686,165.01048606473327,1.1969860452613603,5.0837442647759365
2023-06-14,2.541124583900411,165.25605432262566,1.2097728178889007,3.2161553177886573
2023-06-15,1.3266180135813261,165.04974540086056,1.2222011087214644,5.412032285760365
2023-06-16,3.4501832038652207,166.4275123882606,1.2342672349882542,3.977348897681311
2023-06-17,4.424797061943142,167.9241704919352,1.2459676212356483,4.073277867281761
2023-06-18,2.479449420761912,171.06508336127965,1.2572988003866865,2.4917129698361364
2023-06-19,2.107938047184031,170.0665106387228,1.2682574147684398,5.900943771581692
2023-06-20,1.9652852761858344,172.0346981226099,1.2788402171069604,3.884277756683509
2023-06-21,2.767859742460913,172.44488326955008,1.28904407148952,5.099936778155619
2023-06-22,2.478627926123946,173.61896619714634,1.2988659542938474,3.6660684332828635
2023-06-23,3.8363607862736915,172.7229879695573,1.3083029550840948,2.725401762953374
2023-06-24,2.669190558940839,176.8224462312371,1.3173522774732602,3.423846817941608
2023-06-25,0.6622085813614058,177.16619215475572,1.3260112399518198,4.044200265275698
2023-06-26,2.917114829246095,176.97037657844268,1.3342772766823152,4.176112250756526
2023-06-27,3.7215623942448444,178.2801670753799,1.3421479382596675,3.5553745178877594
2023-06-28,3.3383751483154698,178.31988523981397,1.3496208924369888,2.5740500812516576
2023-06-29,2.5276570266006457,181.40069816193812,1.3566939248166765,3.971368363558616
2023-06-30,4.004462494600009,181.28536821917584,1.3633649395065883,5.33738437596877
2023-07-01,3.139291342905685,182.45898965031526,1.017065195364951,5.593514288524375
2023-07-02,3.8621453040828784,182.85323903915844,1.0338290123624505,2.5553875106716593
2023-07-03,4.486732996135686,184.70037476924568,1.0502864835117298,2.0989293866885177
2023-07-04,3.5560758291008554,185.33642637964545,1.0664327321089055,4.215241549784165
2023-07-05,1.7989287599854769,185.2667553966422,1.0822629736720544,1.3791851900736938
2023-07-06,1.254419007021989,187.00634283282173,1.0977725173589559,2.526288341490279
2023-07-07,3.9190543409326324,188.27341474264807,1.1129567673570928,3.809850829970427
2023-07-08,3.9430750199636107,189.06350068221136,1.1278112242454876,3.700243805972917
2023-07-09,3.408444387854617,189.50142689151392,1.1423314863279788,5.549978475134681
2023-07-10,3.365981888184034,191.28642209170349,1.1565132509375382,3.498203521229974
2023-07-11,1.4561045896225417,192.07274252562198,1.1703523157112448,5.2845357137000075
2023-07-12,3.9645415205919923,193.85875963160865,1.1838445798355344,3.6061516799346216
2023-07-13,2.853348459927977,192.08892511977783,1.1969860452613603,3.930167873501288
2023-07-14,1.476371650410433,195.32648658243815,1.2097728178889007,5.207937407007771
2023-07-15,1.7226707128088428,198.11373967188553,1.2222011087214644,1.8062749176535995
2023-07-16,2.2325676370871403,195.31491829452847,1.2342672349882542,4.5847524004878
2023-07-17,2.813139238159284,198.0448946904291,1.2459676212356483,1.7463958362505916
2023-07-18,2.439989344561529,198.90352660376277,1.2572988003866865,3.8533953188351426
2023-07-19,2.0722617299088144,201.11773356508743,1.2682574147684398,2.87815620662332
2023-07-20,4.767253737443404,199.99907961061365,1.2788402171069604,4.9279746602881715
2023-07-21,2.214967090908266,202.40196736102035,1.28904407148952,4.406698834502723
2023-07-22,2.572176053515286,202.6129420177567,1.2988659542938474,4.0157331302292905
2023-07-23,1.7108768256396978,203.8175098846247,1.3083029550840948,3.269840759160866
2023-07-24,1.0011850556453878,206.35982851822874,1.3173522774732602,2.961820711805523
2023-07-25,4.507098774130853,206.97220492434013,1.3260112399518198,3.4722323514011526
2023-07-26,2.9823795039871035,206.55940039562395,1.3342772766823152,3.232825729866575
2023-07-27,0.6062372281717492,206.70684926649986,1.3421479382596675,4.54301147641351
2023-07-28,1.9200821859296306,210.6746389536045,1.3496208924369888,3.7404032516407764
2023-07-29,1.8680125729715036,210.71426941248916,1.3566939248166765,4.0851875841732745
2023-07-30,3.480279743383847,208.652806107873,1.3633649395065883,3.1440953926061455
2023-07-31,4.527350518179719,210.2457446332935,1.3696319597410986,3.0003261424727516
2023-08-01,3.60972780048703,212.24001286998447,1.017065195364951,4.579602709189455
2023-08-02,3.3618586299810156,216.01108293493076,1.0338290123624505,4.863318259369298
2023-08-03,2.628365423728556,213.68338519301219,1.0502864835117298,3.4204925427668913
2023-08-04,4.045048898679662,216.13969118069303,1.0664327321089055,5.0255015346654766
2023-08-05,4.6101994468133025,218.13918733127292,1.0822629736720544,4.465067441645131
2023-08-06,2.69139345731342,219.2643127232214,1.0977725173589559,3.777927171181118
2023-08-07,3.3349848349379347,219.8615946499719,1.1129567673570928,3.7545378709497057
2023-08-08,2.964689755878439,220.4834656695601,1.1278112242454876,6.4904848878119
2023-08-09,1.2027226451412083,221.8789792492943,1.1423314863279788,4.389133243554545
2023-08-10,3.007618907731857,221.86918284789658,1.1565132509375382,2.2840097945519027
2023-08-11,3.0489184695449074,223.5739836733736,1.1703523157112448,5.052840197397573
2023-08-12,1.799544115925035,225.06845472908864,1.1838445798355344,5.449372268961753
2023-08-13,2.87081717255816,226.32540350254624,1.1969860452613603,3.1145441808880965
2023-08-14,3.1534074445060862,226.38884414875838,1.2097728178889007,4.88813332127105
2023-08-15,2.106622888092946,227.35142736135333,1.2222011087214644,3.804686455440249
2023-08-16,3.432046845752267,227.10780623332604,1.2342672349882542,3.5765810433776264
2023-08-17,2.4538135352654686,229.1757140899988,1.2459676212356483,5.174831369162091
2023-08-18,2.0048606039997647,229.61206573535227,1.2572988003866865,3.749958505249779
2023-08-19,1.1016250445648637,231.3443703862818,1.2682574147684398,2.9955191580137663
2023-08-20,3.6558698327742065,231.78654773780232,1.2788402171069604,2.812054091524149
2023-08-21,3.869068997049296,234.44893923550356,1.28904407148952,3.339177242413176
2023-08-22,3.2579442625241186,234.05574693951925,1.2988659542938474,3.919126007760317
2023-08-23,3.6377228383462388,236.0234055620453,1.3083029550840948,3.377104356453355
2023-08-24,4.825140541848008,237.05433364856233,1.3173522774732602,4.8669187959876545
2023-08-25,2.211125777337446,236.1654966217979,1.3260112399518198,5.366873689605265
2023-08-26,3.550052622123689,238.32704747412032,1.3342772766823152,4.4401779272985085
2023-08-27,2.9561663933581377,237.70815314149652,1.3421479382596675,3.933294001851519
2023-08-28,2.7874820771096793,239.43128125613418,1.3496208924369888,3.713518523198946
2023-08-29,1.6149129294213416,240.07101925008533,1.3566939248166765,3.3480529085130204
2023-08-30,3.8068343897028676,243.09477282963158,1.3633649395065883,4.855085142152635
2023-08-31,3.3017544797895853,242.64073505273467,1.3696319597410986,4.83385901473968
2023-09-01,2.9107324471851097,243.88241680370717,1.017065195364951,3.748536635283091
2023-09-02,4.503574931336208,243.76154857876296,1.0338290123624505,2.187695881401755
2023-09-03,1.5844957196955092,246.7355386702884,1.0502864835117298,5.00767095136444
2023-09-04,1.5782873676434421,248.61095208948376,1.0664327321089055,2.201432578642664
2023-09-05,1.980880752000553,247.4471623761508,1.0822629736720544,2.7252356214131424
2023-09-06,3.437880828311423,247.7346893608178,1.0977725173589559,4.952162638291606
2023-09-07,2.1577402062149447,249.04374228619025,1.1129567673570928,3.01558977373203
2023-09-08,5.421896363822112,249.96695873784697,1.1278112242454876,3.5662463996310056
2023-09-09,4.945290103258345,252.9906018950237,1.1423314863279788,4.961408249447667
2023-09-10,1.3871561934259158,255.44429989206805,1.1565132509375382,4.3740625639094866
2023-09-11,5.406314197874833,253.49267309739307,1.1703523157112448,2.378397533271757
2023-09-12,3.5070824578324515,254.36249956067053,1.1838445798355344,4.008420314757018
2023-09-13,3.372146992342687,255.1923253310204,1.1969860452613603,2.66611543616031
2023-09-14,3.444125764877654,258.63078324249415,1.2097728178889007,1.7381633687872102
2023-09-15,1.9715642449019102,257.20886871016,1.2222011087214644,4.042560971232921
2023-09-16,3.053076723349415,259.23384682026466,1.2342672349882542,5.3284256866347155
2023-09-17,2.9142133360043196,259.67803032456754,1.2459676212356483,1.7186426064672173
2023-09-18,3.0213607207061886,261.1909408669832,1.2572988003866865,3.3238202362049583
2023-09-19,2.741958576805192,260.31197492785486,1.2682574147684398,4.128388754398343
2023-09-20,0.8272656370782583,263.1678515314267,1.2788402171069604,4.982895202406804
2023-09-21,2.0174962072572127,261.84509093464993,1.28904407148952,4.419491781776862
2023-09-22,2.6810483388861313,264.8361125358148,1.2988659542938474,3.4480483758497575
2023-09-23,4.209321095783975,266.45519453500043,1.3083029550840948,2.203120911771916
2023-09-24,2.991727231096978,268.8304470697568,1.3173522774732602,4.049179353024116
2023-09-25,2.6555039145003865,267.7041353251195,1.3260112399518198,4.381193603733801
2023-09-26,1.3003839766532757,269.4444444159185,1.3342772766823152,4.826363324611074
2023-09-27,3.972330803406491,268.39823113762304,1.3421479382596675,4.640968778262824
2023-09-28,2.2481211186122616,269.21046296108926,1.3496208924369888,6.43625034282911
2023-09-29,2.0095277204147606,272.21698673588963,1.3566939248166765,2.921105470183795
2023-09-30,5.339311895463258,272.3822189399095,1.3633649395065883,1.8157882152830171
2023-10-01,2.8915251850653303,271.8297324578391,1.017065195364951,1.5560718012588728
2023-10-02,3.7343998680422503,274.97087505763943,1.0338290123624505,4.42890382087698
2023-10-03,1.6267365927519313,276.4973809899708,1.0502864835117298,4.628883608035404
2023-10-04,4.166793772323825,278.1517789600577,1.0664327321089055,2.557925386407071
2023-10-05,2.615839254505756,277.28799422722506,1.0822629736720544,2.100951677272373
2023-10-06,1.7812326623378476,278.10790384003013,1.0977725173589559,4.377542199928078
2023-10-07,2.476302482568597,279.9203719026234,1.1129567673570928,5.183929221957658
2023-10-08,5.519216049534048,280.0042946005273,1.1278112242454876,5.375931533782852
2023-10-09,4.688889139893055,280.7527889235774,1.1423314863279788,3.4974546442827164
2023-10-10,3.5033600459942047,283.7146035022315,1.1565132509375382,2.5118599963292763
2023-10-11,1.0361377529523395,283.89574749766285,1.1703523157112448,4.190519192579151
2023-10-12,1.8685548547423745,285.1216130233763,1.1838445798355344,3.3774756761714513
2023-10-13,3.344698239052292,284.6928866931164,1.1969860452613603,2.1683367064485015
2023-10-14,1.8741788081799033,287.32321443514206,1.2097728178889007,4.9462865091251995
2023-10-15,3.372977572016765,288.9008722074321,1.2222011087214644,4.1832765723589596
2023-10-16,3.643481414174653,290.1027390202605,1.2342672349882542,4.592688867304265
2023-10-17,3.6362530208133523,291.7171588083096,1.2459676212356483,3.7157437322823412
2023-10-18,4.363072785387194,290.6608138692918,1.2572988003866865,3.8550343387269614
2023-10-19,2.193620645229953,292.1554296510132,1.2682574147684398,4.069110039255767
2023-10-20,2.522646061499061,292.0767769849192,1.2788402171069604,2.619477940077154
2023-10-21,1.8846013276683586,292.30002906727634,1.28904407148952,3.5177040864351823
2023-10-22,2.1667746634542877,294.92477785454213,1.2988659542938474,3.9088957753069873
2023-10-23,3.587109682275746,295.5392658191571,1.3083029550840948,4.133301403390642
2023-10-24,4.177557406406801,297.8854153729003,1.3173522774732602,4.314559755930653
2023-10-25,1.2389661162070862,298.7522349709227,1.3260112399518198,4.134663399997979
2023-10-26,2.937843420077891,298.2762031040339,1.3342772766823152,3.5424354644710636
2023-10-27,4.058250336976891,300.3654084763643,1.3421479382596675,4.01044958691722
2023-10-28,2.31901054489863,301.13942163198357,1.3496208924369888,2.490805493777618
2023-10-29,3.120330176789202,303.07057442868035,1.3566939248166765,3.9361677356170177
2023-10-30,4.175552841173323,303.8996344204527,1.3633649395065883,3.9025213930471696
2023-10-31,2.1207817933521835,304.198428236319,1.3696319597410986,5.935408822333174
2023-11-01,2.6087136950229493,305.95277147115956,1.017065195364951,2.921935354499525
2023-11-02,0.6557931018119585,306.07499623116536,1.0338290123624505,3.368168627258165
2023-11-03,0.809240789163554,308.7798453918237,1.0502864835117298,4.410678994329086
2023-11-04,2.747143850686289,307.72754892594634,1.0664327321089055,4.161263933245813
2023-11-05,1.8129019864973435,309.4882255391852,1.0822629736720544,2.4248166208577713
2023-11-06,3.5047698950397077,310.8380899133922,1.0977725173589559,2.9788215689732946
2023-11-07,2.661085889396134,311.2236272244094,1.1129567673570928,4.980398033633223
2023-11-08,4.08212751035386,312.7868866264658,1.1278112242454876,4.764643236481093
2023-11-09,1.8587879008884718,314.0125209953607,1.1423314863279788,2.9961713744351437
2023-11-10,2.446982549337486,313.8397831744271,1.1565132509375382,3.794516600679425
2023-11-11,3.9041356932129707,316.17910069520207,1.1703523157112448,4.487593861513427
2023-11-12,3.831274279867549,315.66815876308686,1.1838445798355344,5.056645146127452
2023-11-13,2.8021578641709546,318.63949541891793,1.1969860452613603,5.733647622192327
2023-11-14,3.6896809336435457,316.3746041117419,1.2097728178889007,3.62648231707768
2023-11-15,2.952333876763228,319.8856483026432,1.2222011087214644,2.163929069679112
2023-11-16,3.4560415090940944,321.31082203134747,1.2342672349882542,2.970263320316499
2023-11-17,2.7680849052448058,319.80894731404356,1.2459676212356483,4.834025409234253
2023-11-18,2.216417186987526,323.0404554468612,1.2572988003866865,4.00918464204225
2023-11-19,2.0121561109481414,323.8824194012615,1.2682574147684398,2.3402594328624895
2023-11-20,3.071223239309118,324.00061734981733,1.2788402171069604,3.48142314578719
2023-11-21,3.3984517139477672,324.6626522825204,1.28904407148952,4.0564094657187875
2023-11-22,3.2768308655901164,325.7398347967565,1.2988659542938474,2.787317930378791
2023-11-23,0.7814300178071059,328.62356524665637,1.3083029550840948,2.7101620853795483
2023-11-24,2.251818446256827,327.4911893525656,1.3173522774732602,2.5156485950604814
2023-11-25,2.6494216231221785,330.042341160775,1.3260112399518198,5.3992152125576425
2023-11-26,2.4296084658600736,328.39353174519476,1.3342772766823152,5.467785337048337
2023-11-27,3.023729750047744,331.30970652839363,1.3421479382596675,3.5562585492340837
2023-11-28,3.559312227352705,332.16850674657945,1.3496208924369888,4.396224520877342
2023-11-29,2.153766506791769,332.6877959799651,1.3566939248166765,4.477383434326678
2023-11-30,4.135009115399287,334.8651977192695,1.3633649395065883,4.2822571073011115
2023-12-01,3.523530076476795,335.15650174057436,1.017065195364951,4.566746625233079
2023-12-02,2.518677517072729,337.135192827779,1.0338290123624505,3.125176504183366
2023-12-03,2.614404344485916,334.10781858046533,1.0502864835117298,4.408068001556108
2023-12-04,1.203542092088544,339.29565772403186,1.0664327321089055,3.3842077547023046
2023-12-05,4.166128780677185,340.80317868832293,1.0822629736720544,3.379554324296538
2023-12-06,2.8698216001642627,341.2027839274294,1.0977725173589559,3.8739084328017572
2023-12-07,3.1441048629634802,342.6608147570191,1.1129567673570928,3.438571723339531
2023-12-08,0.9858865765706561,341.4502906410887,1.1278112242454876,4.948254262870371
